,economy,year,renew_energy_pct,gdp_per_energy_ppp,fossil_energy_pct,elec_use_kwh_pc,co2_total_mt,gdp_deflator_infl_pct,gdp_usd_current,gdp_usd,pop_growth_pct,population_total,urban_pop_pct
66,AFE,2021,,7.15531668573605,43.4855157544601,513.745842368759,606.3945,6.08815281176316,1085604883589.65,1004774139530.6,2.6494391643563,713090928.0,37.3936325291716
67,AFE,2022,,7.82372655783595,42.993108618321,497.161667682854,588.4335,9.36713222670811,1191638638185.25,1040501584765.5,2.59275445199729,731821393.0,37.9090120211832
68,AFE,2023,,,19.77,,579.8655,6.92132238472385,1176909900789.14,1060180668102.31,2.52081808291359,750503764.0,38.4248980530256
69,AFE,2024,,,,,,6.00276806067571,1287676979450.75,1089513786376.87,2.47293480859965,769294618.0,38.9491140663563
70,AFG,1990,23.0,,,,2.9222,,,,1.43458821147838,12045660.0,21.177
71,AFG,1991,23.7,,,,2.847,,,,1.59132588364829,12238879.0,21.266
72,AFG,1992,27.4,,,,1.8199,,,,8.15641941048095,13278974.0,21.355
73,AFG,1993,28.5,,,,1.7848,,,,11.8072591071712,14943172.0,21.444
74,AFG,1994,30.1,,,,1.6852,,,,8.38872960212999,16250794.0,21.534
75,AFG,1995,31.8,,,,1.463,,,,4.89368011973163,17065836.0,21.624
76,AFG,1996,33.9,,,,1.4172,,,,4.00540467357125,17763266.0,21.714
77,AFG,1997,36.4,,,,1.3846,,,,3.80450803445817,18452091.0,21.805
78,AFG,1998,38.0,,,,1.4204,,,,3.7646866376293,19159996.0,21.895
79,AFG,1999,43.4,,,,1.3755,,,,3.72811603964771,19887785.0,21.986
80,AFG,2000,45.0,,,,1.0161,,3521418059.92345,6206547590.07403,1.21217597601851,20130327.0,22.078
81,AFG,2001,45.6,,,,0.9447,-11.7745360319214,2813571753.87253,5621147630.73068,0.762004896898895,20284307.0,22.169
82,AFG,2002,37.8,,,,0.9423,6.12552202910163,3825701438.99963,7228795918.92525,5.25202958527833,21378117.0,22.261
83,AFG,2003,36.7,,,,1.008,11.655238221181,4520946818.54581,7867263256.28817,6.14519400188515,22733049.0,22.353
84,AFG,2004,44.2,,,,0.8929,11.2714320572149,5224896718.67782,7978515641.58304,3.57583485398158,23560654.0,22.5
85,AFG,2005,33.9,,,,1.2663,10.9127735503048,6203256538.70967,8874480195.58321,3.51921696042587,24404567.0,22.703
86,AFG,2006,31.9,,,,1.4083,7.19975129292388,6971758282.29351,9349921885.77888,4.09270201656348,25424094.0,22.907
87,AFG,2007,28.8,,,,2.0096,22.5277562007029,9747886187.39393,10642671963.1135,1.8925975396006,25909852.0,23.113
88,AFG,2008,21.2,,,,3.8334,2.09628875042125,10109297047.5432,11060395115.6809,2.18654618162979,26482622.0,23.32
89,AFG,2009,16.5,,,,6.0828,-2.16340442746143,12416152732.0567,13426272073.2398,3.64638090813246,27466101.0,23.528
90,AFG,2010,15.2,,,,7.7889,3.81463031545211,15856668555.8336,15354612541.5059,2.93468670173474,28284089.0,23.737
91,AFG,2011,12.6,,,,11.4087,16.5933467401627,17805098206.3141,15420077665.5323,3.69150308391849,29347708.0,23.948
92,AFG,2012,15.4,,,,9.7678,7.30175646760432,19907329777.5872,17386490239.3536,4.04786256315645,30560034.0,24.16
93,AFG,2013,16.9,,,,8.3,4.82278547876986,20146416757.5987,18360263162.7578,3.41822667584596,31622704.0,24.373
94,AFG,2014,19.1,,,,7.8257,0.56694454253261,20497128555.6972,18860496494.0404,3.63251884652008,32792523.0,24.587
95,AFG,2015,17.7,,,,8.3465,2.44756300147404,19134221644.7325,19134221644.7325,3.11995924146907,33831764.0,24.803
96,AFG,2016,20.2,,,,7.5276,-2.19752646733461,18116572395.0772,19566715174.1633,2.53571991833963,34700612.0,25.02
97,AFG,2017,19.5,,,,8.0661,2.40365618765746,18753456497.8159,20084646751.4954,2.80833730805469,35688935.0,25.25
98,AFG,2018,18.3,,,,7.932,2.07134857783487,18053222687.4126,20323499020.3639,2.91080959861384,36743039.0,25.495
99,AFG,2019,18.9,,,,7.2491,6.52147984832531,18799444490.1128,21118473702.3471,2.98438913621969,37856121.0,25.754
100,AFG,2020,18.2,,,,7.0541,6.9629462552564,19955929052.1496,20621957125.2077,3.15360920291972,39068979.0,26.026
101,AFG,2021,20.0,,,,7.9308,2.83899625081041,14259995441.0759,16345202562.5485,2.35609779179185,40000412.0,26.314
102,AFG,2022,20.0,,,,8.2599,9.40623933931322,14497243872.1337,15325233810.1388,1.43570437048699,40578842.0,26.616
103,AFG,2023,,,,,8.7073,2.92366213121669,17152234636.8715,15672648238.1005,2.13559384981397,41454761.0,26.933
104,AFG,2024,,,,,,,,,2.83657317243522,42647492.0,27.265
105,AFW,1990,85.8954421148587,6.24088759378911,34.5029924273135,127.328868888208,102.7717,4.82244315622001,123711320144.881,263311240946.079,2.66136615067968,209566031.0,30.9600979459977
106,AFW,1991,85.2620742165585,6.21161194475545,35.8190476238823,128.089716202611,107.9857,3.31280575359616,129941884295.923,266121383269.461,2.64300140464419,215178709.0,31.401176906494
107,AFW,1992,83.8183241751154,6.24053115959346,36.8965269743084,130.803766500589,116.8532,0.482938222012713,124599331018.712,272375821431.238,2.75593895058625,221191375.0,31.829515746326
108,AFW,1993,85.1032323232323,6.18613760505013,36.2176033776695,125.194880977318,115.0574,2.80670798967148,129732603621.549,268664306097.151,2.70082777138451,227246778.0,32.2525611054472
109,AFW,1994,86.5576852698994,6.58986852330712,31.8023605271151,125.828808499006,111.4613,24.7941953253011,134776833881.573,267903458338.211,2.65462164834649,233360104.0,32.6617186027523
110,AFW,1995,86.1480939845959,6.74751495126615,30.8364648245012,129.334999288428,121.6235,7.39692068899853,207176966730.608,272885930471.333,2.72302903559725,239801875.0,33.0650904616738
111,AFW,1996,85.1186481720936,6.77018652081391,32.6430364770624,130.068244893409,140.7514,6.18642809934072,262600874773.758,285518163767.992,2.7205854804256,246415446.0,33.4742231035266
112,AFW,1997,83.9110585305106,6.84556782501781,33.5878292844854,131.530193866085,140.1474,2.96013874771698,275742249999.581,298089741587.859,2.71907260451378,253207584.0,33.9298608881715
113,AFW,1998,84.6345365548379,7.09155175446044,32.8566086029868,117.945513825786,135.0238,5.30948306910901,296152427996.975,308890785933.911,2.76168483699296,260297834.0,34.3971425862883
114,AFW,1999,84.0050390759189,7.00041307667548,34.2324287560912,125.802064827078,136.8567,4.50109730901824,139468349993.665,313611222361.074,2.73166191861256,267506298.0,34.8681686492181
115,AFW,2000,83.1015124875548,7.54353589162502,37.9162528214722,117.783419803974,146.74,4.81543026173506,142140075688.035,325661666557.349,2.75132392809025,274968446.0,35.3416982581812
116,AFW,2001,81.9392428609391,7.793212936605,38.8485559634129,120.442446686121,155.8359,3.86179519283827,150058483260.659,342618975763.333,2.80153964354323,282780717.0,35.9510346012348
